"loan_amount","annual_income","debt_to_income","term","interest_rate"
2000,15984,27.7,36,14.07
13000,67000,21.9,36,13.58
8000,30000,11,36,9.44
17000,54000,20.4,36,14.08
40000,90000,20.6,60,16.01
1000,25000,2.4,36,22.9
6800,72000,16.2,36,17.09
35000,67000,35,60,16.01
24000,80000,9.6,36,10.91
15000,75000,20.4,36,16.01
5000,130000,13.6,36,6.72
25000,87040,13.7,60,15.04
25000,140000,19.2,36,14.08
15400,51000,33.6,36,17.09
40000,162000,2.8,36,9.44
10000,80000,6.8,60,14.07
20250,125000,15,36,16.02
12000,75000,18.6,36,5.31
7200,183000,18.7,36,6.72
10000,43000,11.1,36,5.32
15000,55000,14.3,60,9.93
10000,105000,17,36,9.93
11000,80000,13.9,60,13.59
3000,5235,19.5,36,10.9
25000,115000,15.4,60,13.59
7000,50000,11.9,36,6.72
6050,80000,17.7,36,10.42
10000,60000,16.5,36,14.07
30000,130000,31.3,36,16.02
4000,70000,29.6,36,15.05
5500,72672,17.7,36,18.45
6975,52000,27.2,36,13.59
10000,56000,20.5,60,16.01
20000,107000,13.3,60,15.04
15000,61582,29,60,19.03
40000,105000,3.5,60,7.35
10000,130000,5.5,36,9.43
13500,54200,26.7,36,7.97
10000,90000,17.4,60,20.39
40000,95000,1.1,60,10.42
20000,115200,10.4,36,7.97
10000,48000,15.6,60,7.34
15000,54500,32.4,60,11.98
8000,82000,21.1,36,12.62
7000,39000,33.8,36,15.05
9000,80000,6.4,36,10.91
22000,94000,22.9,60,11.99
15500,45000,35.7,36,9.44
9500,50000,12.6,36,9.92
10000,54000,22.7,36,19.42
10000,120000,13.5,60,12.62
4000,48000,24.6,36,14.07
24300,190000,14.5,36,14.08
35000,85000,24.1,36,12.61
10000,65000,16,36,9.93
30000,119000,30.5,60,26.3
12000,45000,4.3,60,13.59
17000,90000,10.6,36,9.93
10000,101000,16.3,36,5.31
10000,75000,3.6,36,6.71
5800,35000,34.4,36,14.08
35000,95000,7.6,36,9.92
13500,40000,46.5,60,9.44
20000,1e+05,20.8,36,9.93
7000,1e+05,6.8,36,10.42
12000,108367,37,36,14.08
17275,25000,47.9,36,7.35
35000,78000,3.4,60,17.09
3000,48000,34.5,36,19.03
10000,16752,25.9,36,19.42
40000,175000,15.9,60,9.93
2000,18348,24.1,36,10.42
33600,90000,19.5,60,13.59
3000,36000,30.6,36,7.35
8000,103000,18.9,36,16.01
8000,45000,22.6,36,11.99
3500,60000,35.6,36,7.34
15000,50000,0.6,60,15.05
15000,24000,19.8,36,14.08
22000,97000,2,36,7.35
13000,58734,23.3,36,11.98
25000,102000,29,60,11.98
22000,79000,20.3,60,7.35
15000,35000,45.8,36,12.62
20000,32028,20.3,60,14.07
24000,74000,9.8,36,17.47
12000,92000,16.5,36,6.07
16000,53000,49.3,60,9.43
6000,42000,8.3,36,13.59
10000,64000,13.3,36,7.96
20000,62339,49,36,12.62
13500,67000,15.6,36,7.96
6000,22000,21.3,36,15.04
18550,32000,18.8,60,11.98
16000,36000,29.7,60,23.88
20000,98000,25,36,18.06
30000,58500,30.1,36,21.45
31700,90000,21.1,60,10.9
11200,88000,34.6,60,14.08
12000,70000,22.2,36,16.02
17000,104000,26,36,7.35
11000,96000,4.4,36,6.08
9000,55000,34.8,36,20
19000,45000,20.9,36,9.43
8000,61000,36.3,36,17.47
26500,112000,14,60,9.43
25000,21000,45.4,60,26.77
14000,85000,8.3,36,7.97
5000,65000,14.1,36,15.05
2100,15380,4.5,36,15.04
10000,44000,34.2,36,11.99
33600,124500,24.2,36,9.93
14400,1e+05,3.2,36,6.72
10000,65000,10.3,60,9.44
5000,59000,5.8,36,6.08
3000,44050,18,36,19.03
4800,39600,4.6,36,14.07
22400,64000,26.5,36,10.91
35000,90000,28,60,15.04
10000,42000,21.1,36,7.97
9600,63000,19.7,36,14.08
14000,116000,28.5,60,10.91
6000,61000,18.2,36,10.91
6000,71000,8.8,36,9.43
12000,58000,13.1,36,9.92
4200,20000,14.6,36,10.91
25000,187116,13.8,36,21.45
16000,128000,15.4,60,13.59
5000,63000,13.5,36,6.71
36000,90000,15.3,36,6.71
16000,60000,14,36,9.93
22400,20076,39.4,60,9.92
13000,42433,17,60,11.98
15000,50000,2,60,21.45
40000,85000,22.2,60,9.93
17000,65000,36.9,36,10.42
35000,80000,20.8,60,29.69
10000,35000,26.6,36,6.08
16000,23077,36,36,18.06
20000,110000,15.4,36,9.92
15000,75000,9.9,36,10.91
12600,120000,7.1,36,10.91
10000,22800,20.7,36,15.04
1200,90000,9.8,36,7.96
13000,32000,44,36,5.31
24000,70500,11.3,60,19.42
16000,80000,27.3,60,10.42
6000,45000,16.5,36,13.59
14450,20800,29.6,36,15.05
1600,30000,43.6,36,13.58
40000,90000,1.1,60,9.43
8000,71104,14.1,36,5.32
5000,65000,20.8,36,9.93
31000,63500,37.4,60,11.98
12000,35000,24.3,60,17.47
17000,130000,27.2,36,12.62
18000,30800,18.5,60,10.42
25000,60000,38.5,36,9.43
25000,75000,23,36,10.9
20000,75000,26.2,60,16.02
12000,75000,15.2,36,7.97
24000,65000,2.7,60,7.35
30000,65000,22.4,60,15.05
25000,70000,29.1,36,11.99
40000,81800,28.6,36,10.41
10000,83000,18,36,9.93
16000,50000,15.7,36,7.35
25000,148000,28.4,60,7.34
36000,132200,14.4,60,7.96
9600,75000,10,36,13.58
6000,40000,11.4,36,6.07
20000,60000,12.1,36,14.07
15000,90000,7.9,36,6.07
15000,52000,26.8,36,9.93
7000,82000,19.4,36,12.61
6000,40000,13.1,36,5.32
5000,53045,21,36,21.85
8000,46236,32.8,36,16.01
16000,65000,21,36,15.04
5000,118500,4,36,5.31
40000,140000,23.8,36,7.97
25000,94000,26.7,60,12.62
10000,40000,32.8,60,15.04
3000,38000,26.3,36,21.85
28000,57000,27.5,60,9.43
10000,33500,32.9,36,9.44
7000,50000,16.1,36,6.07
10000,45000,20.4,36,20
2200,50000,15.2,36,10.42
30000,58756,29.8,36,19.42
38400,70000,9.1,36,7.35
40000,55160,7.7,36,11.98
40000,135000,9.7,60,13.58
12800,33000,27.2,36,20.39
7000,86000,9.4,36,9.43
20000,120000,20.4,60,7.35
25000,125000,14.2,36,12.62
35000,83000,1.7,36,5.32
5000,36000,12.4,36,9.92
3000,50000,18.3,36,6.07
20000,50000,10.2,60,20
35000,70500,32.5,36,10.41
35000,60000,11.9,36,6.07
4000,120000,28,36,11.99
12000,188500,7.9,36,7.96
12000,51000,36.3,36,10.91
15000,114000,13.1,60,15.05
10000,90000,20.2,36,10.42
24000,65000,14.4,36,7.97
20000,1e+05,4.5,36,10.41
3000,60000,12.3,36,9.93
15000,180000,25.6,36,9.93
10000,47476,19,36,7.35
2200,30000,31.7,36,18.06
18000,30000,29.1,36,6.08
25000,80000,18.3,36,6.07
12000,32000,18.1,36,9.92
5000,66144,23.5,36,14.08
2400,34000,21.6,36,10.42
8000,90000,25.1,36,18.06
9550,95000,35.3,36,26.3
3000,23000,5.8,36,15.05
40000,60000,40.8,60,15.05
8000,96000,27,36,10.91
35000,2e+05,10.8,36,7.97
35000,75000,20.1,36,7.96
9000,117000,13.3,36,7.97
22000,66996,21.4,36,5.32
26000,1e+05,24.5,60,14.08
4000,90000,28,36,7.97
1000,24000,35.4,36,21.85
25000,1e+05,7.5,60,13.59
20000,87000,9.6,60,9.92
14000,85000,23.4,60,18.45
35000,92000,20.2,60,20
10000,70000,9.1,36,5.32
5000,55000,3.8,36,13.59
10000,45000,39.2,36,15.05
21000,67800,16.3,36,10.42
12000,53000,8,36,7.97
40000,146000,9.8,60,7.34
5000,25000,8.2,36,15.05
6000,63645,21,36,19.03
3600,71000,17.5,36,20.39
24000,90000,11.6,60,9.92
30000,104000,32.2,36,16.02
30000,105000,12.1,60,16.01
30000,56450,31.1,60,24.85
30000,44184,38.2,60,24.84
15000,70260,38.4,60,13.59
20000,44500,39.9,60,13.58
10000,75000,7,36,6.08
11000,33040,19.6,36,7.35
40000,190000,21.7,36,7.35
3500,39000,7,36,13.58
10000,54000,9.7,36,9.44
14400,75000,22.5,60,17.09
10000,60000,28.6,36,12.62
16000,35000,10.3,60,12.61
14400,120000,8.2,36,7.34
10000,25000,21.1,36,19.03
14500,176000,29.9,36,6.71
10000,23000,13.4,36,6.08
15000,67000,8,36,10.42
21000,110000,31.4,36,9.92
5000,13136,18.9,36,19.42
40000,165000,23.6,60,14.07
8500,103500,31.3,36,18.45
20000,131000,28,36,6.08
13000,2e+05,20.2,36,12.62
5400,26000,9,36,15.04
12000,52000,21.8,60,7.35
22000,124000,16.2,36,6.07
3600,55000,25.9,36,6.72
8000,120000,6.5,36,5.32
24000,43000,24.4,60,26.3
35000,108000,15.2,60,7.35
24000,175000,13.8,36,9.93
3000,60000,17.5,36,15.05
20000,115000,23.3,36,6.07
20000,72400,19.2,36,5.32
10000,50000,15.9,36,18.06
22100,29744,26.7,60,26.3
15000,40000,12.6,36,14.07
18000,40000,10.4,60,15.05
1200,75200,8.9,36,6.72
35000,96000,21.8,36,14.08
6000,40000,3.2,36,11.99
10000,77000,11,36,5.31
20000,130000,7.7,60,23.87
20000,103000,20.5,36,9.43
25000,72000,17.2,36,6.72
35000,68000,26.1,60,19.03
6000,112000,24.8,36,11.99
20000,86845,17.4,60,21.45
16000,85000,7.6,36,6.08
35000,109500,20.1,36,11.98
10000,40000,20.2,36,9.43
1800,33024,28.8,36,7.34
6000,35000,4.8,36,10.9
9000,42000,26.7,36,6.72
19600,74000,22.6,60,10.42
3000,30000,34.7,36,10.9
36000,42000,8.9,60,17.47
7200,68000,19,36,16.01
5000,63000,5.3,36,11.99
12000,60000,7.5,60,26.3
18000,65000,26.4,60,9.44
30000,55000,44,60,10.42
22000,70000,5.2,60,11.98
8000,80000,15.8,36,7.96
7000,62000,6,36,11.98
25000,84000,15.1,36,5.32
35000,32000,20.1,36,6.72
20000,70000,15.7,36,6.07
5000,30000,28.7,36,21.45
30000,54000,25,36,12.62
16000,60000,24.6,36,13.58
10500,21600,34.3,60,25.82
3350,20000,6.7,36,5.31
40000,120000,4.3,60,15.04
10000,125000,7.8,36,6.08
18000,60000,10.1,36,6.72
25000,80000,25,60,16.02
24000,56000,24.9,60,22.9
15000,72000,4.5,60,15.04
10000,50000,1.9,36,10.41
1000,58000,29.3,36,9.93
27000,123973,6.2,60,15.05
16000,1e+05,9.5,60,16.02
25000,112000,34.3,36,26.77
10000,60000,13.4,36,12.62
33400,72000,13.8,60,13.58
36000,106000,23.5,60,9.44
11500,28000,10.2,36,10.42
15000,93000,24.8,60,10.9
5000,42000,26.1,36,11.99
20000,65000,8,36,9.44
6000,58000,25.7,36,9.93
21600,60000,23.7,60,14.08
10000,60000,9.8,36,11.98
8400,65000,31.1,36,16.02
28000,96000,20.9,36,9.43
10000,92879,10.9,36,9.93
25000,75000,20.9,60,15.05
7000,52000,12.8,36,9.43
7500,67000,37.5,36,16.02
21000,1e+05,21.8,60,15.04
2600,35000,18.4,36,9.93
8000,120000,22.5,36,14.08
22000,157000,12.6,60,7.35
9000,54000,17.3,36,5.32
17650,70000,31.9,60,20
1800,10000,0,36,10.42
8000,1e+05,12.6,36,6.08
10000,54000,23.2,36,5.32
10000,61880,17.2,36,9.92
25000,33134,31.4,60,14.07
40000,60000,36.3,36,9.93
30000,70000,13.3,36,6.72
15000,65488,18.5,36,15.04
9800,47500,32.9,36,9.44
21000,105000,28.8,36,10.91
25000,120000,15.1,60,9.93
5000,42000,34,36,13.59
3000,39000,11,36,7.96
11200,82000,12,60,16.01
7000,55000,19.2,36,10.42
21000,1e+05,20.3,36,9.92
29600,86000,27.4,36,9.93
10000,80000,15.8,36,17.09
6000,85000,8.5,36,7.35
20000,185000,7.7,36,16.02
10000,75000,13.5,36,13.59
16000,115000,10.5,60,15.05
20000,47000,16.1,60,17.09
20000,82000,17.5,36,7.97
10000,75000,12.8,36,6.71
17600,38000,16.3,60,15.04
38400,170000,8.1,60,15.05
20000,50000,49.3,60,30.75
2500,33000,19.2,36,19.03
35000,142000,13.4,36,10.9
8000,60000,15.3,36,13.59
28000,150000,21.9,60,9.92
25000,35000,28.9,60,9.93
12000,60000,19.3,36,11.99
36000,82000,31.7,60,9.44
10800,60000,29,36,12.61
20000,136000,15.1,36,7.97
12800,53000,25.2,60,10.9
8725,28000,9.4,36,11.99
20000,93000,5.2,36,10.42
5400,48000,24.1,36,18.45
12800,75000,23.9,60,12.61
24000,79040,31.6,36,7.96
1700,32000,19.6,36,6.71
25000,46000,24.6,60,17.47
40000,40000,22.5,60,9.93
4000,24000,15.2,36,13.58
25000,1e+05,16.9,36,6.71
10000,57000,23.8,60,19.03
32400,74000,17.4,60,19.42
21000,105000,13.5,36,5.32
12000,19000,3.5,60,26.3
16000,1e+05,18.8,60,11.98
3000,60000,7.4,36,9.93
10000,37000,21.2,36,11.99
19350,46996,15,36,11.99
5600,56000,24,36,12.61
10000,36000,24,36,7.96
12000,50000,29.5,60,11.98
20000,70000,16.3,36,9.44
40000,80000,0.8,36,6.71
36000,180000,5.6,36,9.93
30000,80833,18.2,36,5.32
32000,86000,22.2,60,9.93
5150,57200,3.2,36,5.32
35000,121000,12.6,36,13.59
10000,80000,6.3,36,15.05
10200,65000,17.4,36,6.72
3500,36500,4.7,36,9.92
20000,106000,23,60,7.35
40000,80000,1.9,60,12.62
15000,35000,11.6,36,7.96
8000,50000,22.5,36,12.61
21000,80000,25.6,36,10.42
25000,82000,31.9,36,24.85
25000,72000,21.3,60,21.45
28000,25000,49.7,60,16.02
10000,95000,33.1,36,16.01
10000,45000,18.7,36,17.47
10000,30000,49.4,36,7.96
35000,105000,9.2,36,13.58
25000,55000,15.6,36,6.72
1800,33000,19.2,36,6.07
8000,41000,23.2,36,6.08
12000,80000,4.1,36,14.08
12975,120000,13.5,60,12.62
6500,27500,24.8,36,7.97
28000,40000,23.4,60,19.03
4500,78000,8.4,36,10.41
4550,73000,20.3,36,9.44
10000,35000,6.3,36,5.31
2700,35000,21.3,36,19.03
15000,81000,20.6,60,18.45
20850,31000,24,60,20
7500,46000,10.9,36,6.08
10000,48000,18,36,7.97
5000,40000,31,36,6.72
5000,65000,13.9,36,15.05
9000,35000,30.5,36,13.58
15000,50000,13.7,60,13.59
3700,64000,11.2,36,6.07
18000,40000,15.8,60,21.85
30000,144000,6.8,60,21.85
12000,110000,25.6,60,17.47
20000,60000,14.8,60,12.62
7800,66200,12.7,36,6.71
13000,54000,35.4,36,19.42
40000,120000,9.4,60,9.92
16000,33600,12.9,36,7.34
16000,124500,21,36,12.61
16000,88000,39.8,60,17.09
15000,80000,38.2,60,19.42
27600,25000,19.8,36,16.01
20000,70000,22.8,36,9.44
4000,52000,3.6,36,21.45
38000,75000,15.3,60,14.08
19000,104000,31.1,36,15.04
13000,90000,8,60,16.01
8500,33280,45.5,36,9.43
10000,108000,33.3,60,14.08
16000,45000,10.8,36,10.9
15000,130000,14.5,36,6.08
15000,65000,30.1,36,7.97
10000,40000,20.5,60,9.92
32400,120000,19.1,60,15.04
20000,62000,18.1,36,14.08
3500,70000,27.3,36,6.71
2500,73000,8.2,36,10.42
16000,55000,26.6,36,13.59
21600,120000,14.1,60,13.59
5000,45000,34.8,36,20
2100,26694,8.2,36,9.44
15000,70000,10.9,36,6.72
21000,80000,26.8,60,11.99
10000,55000,13.6,60,13.59
20000,50000,13.7,36,11.99
28000,74000,29.4,60,13.59
7000,118000,9.3,36,10.91
15000,28800,18.2,60,21.45
6000,60000,21.1,36,6.08
12000,75000,15.7,36,5.32
5000,48000,15.2,36,18.06
20000,75000,9.4,60,21.85
30000,107000,20.1,60,23.87
21000,104000,9.5,36,5.31
18000,125000,6.4,36,6.71
10000,18312,18.8,36,19.42
15000,62000,21,36,7.97
20000,80000,22.7,36,7.97
19500,72000,16.2,36,16.02
22000,50000,29.4,60,18.06
12000,110000,6.7,36,5.31
3000,39000,27.4,36,10.91
8000,30564,11.4,36,15.04
17600,20000,41.1,60,13.58
10000,60000,31.9,36,20.39
5000,36000,7.3,36,18.06
15000,45000,35.7,60,19.03
30000,98000,29.9,60,25.81
25050,50000,28.6,60,15.04
7500,60000,10.7,36,7.96
11200,40000,3.2,36,11.98
12800,30600,40.8,36,5.32
20000,60000,30.8,36,16.01
10000,62400,16.9,36,18.45
11200,1e+05,11.4,36,16.02
12600,1e+05,13.2,36,7.97
6000,28000,21.2,36,13.59
12000,60000,12.9,60,16.01
16000,132000,10.6,60,9.44
5125,91000,16.3,36,11.99
26000,83000,18.1,60,12.61
15600,1e+05,18.7,36,14.07
13000,49000,28.3,36,10.91
5600,30000,8,36,7.96
10000,91000,11.6,36,7.97
20200,26500,17.7,36,18.06
10000,185000,4.6,36,10.91
2000,37000,26.9,36,21.85
34650,57000,29.7,36,11.99
18000,40000,16.4,36,10.91
12000,45000,24.9,36,15.05
3000,130000,4.5,36,6.72
9000,94000,17.3,36,9.43
5000,18000,34.7,36,13.58
15000,15600,36.3,36,10.9
9000,30000,24.6,36,12.62
5000,28000,7.2,36,9.92
14000,60000,19.8,60,11.98
4800,50000,10.8,36,15.05
16000,74000,22.2,36,7.97
16000,165000,21.3,60,18.45
10000,42000,22.1,60,15.04
7500,40000,10.6,36,13.59
36000,70000,0.8,60,12.62
40000,1e+05,4.5,36,9.44
10000,50000,13.7,60,19.03
15000,80000,12.2,36,6.71
3000,38000,10.1,36,7.96
6500,36000,42.7,36,10.91
9000,48000,24.5,36,21.85
16000,99097,11,60,9.93
10000,33000,9.1,36,9.93
12000,75000,5.8,36,6.07
16000,75000,7.8,60,12.61
12000,65000,20.1,60,18.45
8500,30000,21.9,36,14.07
5000,16000,14.8,36,6.07
20000,54000,9.2,60,16.01
36000,160000,24.3,36,6.72
3000,65000,13.1,36,7.35
10000,33768,23.5,36,9.92
7500,75000,28.7,36,12.62
20000,44240,22.2,60,16.02
6000,50000,44.7,36,11.99
7000,18720,32.4,36,13.59
3000,25600,12.1,36,9.43
7000,68000,14.1,36,6.08
15000,1e+05,35.8,36,11.98
5000,30000,26.9,36,9.44
15000,14508,39,36,7.97
6600,55000,1.8,36,10.42
30000,65000,21.3,36,7.97
15000,88400,27.4,60,12.62
10000,50000,38.6,60,11.99
10000,20000,7.1,60,13.59
17000,50000,26.3,36,21.45
10800,58000,1.2,36,7.34
1000,10500,12.8,36,18.06
36000,72150,34.9,36,7.34
40000,82000,7.5,60,9.92
20000,70000,23.3,60,16.01
2000,47000,28.1,36,10.9
30000,43000,7.6,60,25.82
16000,66500,14.4,60,20.39
12000,30000,8.8,36,7.97
1800,50000,8.6,36,10.91
12000,55000,32.4,36,10.41
10000,67000,29.6,36,10.42
25000,66500,24.1,60,26.3
40000,95000,14,36,7.96
12000,67000,23.2,60,15.04
14000,63000,32,60,19.42
25000,67400,6.5,60,7.34
6000,70000,10.3,36,18.06
2500,50000,21.4,36,5.32
35000,110000,12,36,11.99
15000,86000,5.6,36,5.31
6000,110000,20.2,36,7.35
11200,55000,13.1,36,11.99
36000,127000,21.5,36,9.44
10000,99000,13.2,36,21.45
40000,66000,36.9,36,6.08
10000,98000,7.6,36,12.62
20000,61000,19.6,36,7.97
10000,25000,16.6,36,10.9
30000,100610,11.4,60,10.9
5000,35000,29.2,36,15.05
20000,70000,11.9,36,16.02
16000,50000,30.8,36,9.93
25000,69131,28.6,60,9.43
21000,110000,32.1,36,6.07
28000,72000,18.4,36,19.03
24000,87500,13.1,36,21.45
30000,102000,16,36,10.91
10000,70000,7,60,9.44
13800,125000,5,60,17.09
18000,34415,36.8,36,18.45
12000,40000,22.3,36,6.72
24000,22104,14,36,16.02
11500,61000,15.2,36,7.97
25200,86000,12.5,60,17.09
10000,75000,25,36,5.32
3000,52000,16.3,36,16.02
8000,40000,16.4,36,9.92
12000,85000,14.3,36,6.07
5200,39000,17.1,36,11.98
10000,82000,9.9,36,16.01
12000,75000,8.2,36,18.06
4800,60000,9.7,36,6.71
3200,79000,14.1,36,20
10000,42000,12.1,36,12.62
30000,94000,12.8,36,12.61
10000,40000,24.1,60,12.62
40000,70000,1.9,60,15.04
17000,63950,22.3,36,5.32
16000,40000,30.3,60,14.07
4000,37000,22.6,36,18.06
7000,110000,14.6,36,10.91
14000,45000,25.6,60,17.09
40000,72000,49.8,60,11.99
29400,154000,5.8,36,21.45
20000,65000,15.6,36,17.09
7000,150000,6.4,36,6.08
14000,59000,13.4,60,10.42
10000,132000,8.3,60,23.88
4000,62000,29.7,36,6.08
6000,62000,33.5,36,24.84
23000,42000,26.2,36,6.07
3600,32000,21.2,36,9.44
40000,170000,9.9,36,6.08
2400,94000,19.8,36,19.03
28000,130000,23.5,60,30.17
6500,40000,5.8,36,14.07
18000,80000,20.8,36,6.71
3000,25560,6.2,36,15.05
20000,62400,39.3,36,21.85
2200,50000,25.1,36,7.97
20000,175500,9.4,36,6.72
25000,180000,7,36,6.07
7200,60000,29,36,9.93
12950,53701,36.5,60,17.47
15000,33000,10.6,36,20.39
9050,52000,29.7,36,6.72
6400,67000,19.7,36,9.92
20000,150000,14.1,36,14.07
30000,130000,14.6,60,9.93
10000,110000,16.9,36,5.32
40000,140000,18.1,36,5.31
14000,80000,23,36,6.08
5000,131005,18.5,36,11.98
12000,47700,16.8,36,11.99
2400,80000,7.8,36,9.43
6000,75000,10,36,14.08
39200,90000,13.1,36,5.31
20000,50000,16.1,60,21.85
1000,14300,22.6,36,14.07
10000,110000,6.8,36,6.72
12000,55000,38.8,60,17.09
20000,130000,19.4,36,21.45
20000,50000,11.2,36,11.98
15000,70000,9.8,36,9.43
12000,26000,25.4,60,26.3
25600,87000,29.5,60,21.45
29000,154400,14.9,60,9.43
11000,95000,33.4,36,16.01
17500,75000,16.4,36,14.08
25000,156000,27.6,36,7.97
33000,137000,9.6,60,9.93
30000,89500,11.3,36,5.31
17000,85000,35.5,36,16.01
30000,42000,25.4,36,15.04
30000,50000,23.7,60,18.45
20000,115000,15.2,36,7.96
15000,68000,27.6,60,10.9
16000,82000,12,36,7.96
20000,70000,6.8,36,6.07
20000,40000,15.2,60,15.05
40000,160000,15.1,36,5.31
40000,120000,10.7,60,15.04
27000,35000,14.4,60,11.99
10000,70000,10.1,60,7.35
5000,75000,13.8,36,13.59
20000,54883,12.3,60,15.04
7800,68000,9.3,36,9.43
8000,42000,13.7,36,7.35
17600,115000,12.2,36,13.58
6400,40000,31.4,36,11.99
35000,108000,20.6,36,7.35
14000,103000,17.2,36,20.39
28000,76000,18.9,60,17.09
10000,60000,22.6,36,10.42
14000,143000,4,36,9.44
5000,30000,5,36,6.71
15000,57000,27.5,36,10.91
37000,80000,40,36,12.62
3500,67745,8.8,36,6.72
10000,75000,8,36,24.84
34425,138000,11.7,36,10.41
6000,70000,8.3,36,9.92
15600,48996,14.2,60,13.59
7000,64000,28.6,36,15.04
3100,101000,10.7,36,5.31
8400,40320,25.8,36,9.44
3025,96000,13.3,36,18.06
4000,27000,5.1,36,11.99
9000,155000,6.7,36,9.43
8400,80000,6.4,36,6.07
32000,55400,44.3,60,13.59
7550,40000,15.9,36,17.47
8000,50000,32.5,36,7.35
16000,60000,21.4,36,7.35
35200,64000,43.9,36,11.99
25000,68000,29.3,60,10.9
10000,60000,19.4,36,7.35
10000,45000,24.2,36,10.42
25000,62500,27,60,14.08
8000,21600,37.6,36,12.62
3200,44500,28,36,9.43
14850,30000,33.3,36,16.02
12000,47700,19.6,60,11.99
10000,56736,12.6,36,10.42
6000,83000,16.2,36,6.71
9800,48000,25,36,6.08
4500,33500,14.4,36,12.62
9000,36250,29.8,36,10.41
39000,104000,17.7,36,5.31
8400,1e+05,21,36,11.98
5100,96000,19.6,36,6.72
10000,180000,12.8,36,26.77
8000,130000,10.4,36,10.42
24000,63000,9.2,36,9.43
20000,130800,14.5,36,11.99
12500,55000,15.5,36,7.35
7000,125000,15.8,36,9.44
12000,69000,19.2,36,10.42
22000,60000,19.6,36,15.05
15000,74600,14.7,60,16.01
33000,65000,20.4,60,9.93
5600,39000,12.5,36,9.44
10000,45000,6.4,60,7.97
5100,18000,17.7,36,17.09
10000,40000,29.4,60,18.06
10000,60000,8.7,36,13.58
20000,63000,11.1,60,9.93
15600,60000,40.4,60,20
15000,82500,24.8,36,9.43
20000,57600,15.2,36,7.97
12000,40000,28.4,60,16.01
10000,46000,20,60,25.81
3000,47000,21.6,36,12.61
11200,78000,4.2,60,21.85
7000,46000,27.4,36,7.34
16000,78000,14.4,36,7.96
8650,110000,7.7,36,6.72
10000,37000,30.6,60,11.99
15000,168000,34.7,36,6.07
20000,162000,12.9,36,5.31
10000,82000,35,36,9.44
12000,48589,21.2,36,24.85
5000,98000,3.6,36,13.59
28000,150000,13.1,36,17.09
5000,65000,13.3,36,17.47
38400,195000,18,60,7.35
5400,129000,27.2,36,10.91
25000,123000,13.8,36,9.43
25000,75000,12.6,60,18.45
9550,34000,33.8,36,17.09
5500,31000,3.9,36,7.97
15000,60000,1.2,36,9.93
11000,50000,14,60,17.09
35000,91000,37.1,60,12.61
10000,65000,10.1,60,20
3600,40000,30.9,36,9.93
7000,52821,20.2,36,7.35
3000,75000,22.3,36,19.03
15000,60000,19.3,36,6.72
25000,110000,10.7,36,10.91
20000,41000,13.3,36,15.04
3000,47000,12.7,36,13.59
5000,82500,22.2,36,9.44
10000,26000,16.2,60,20.39
14000,108000,10.3,36,9.43
2000,68000,23.3,36,11.99
15000,160000,16.1,36,11.99
7200,70000,24.6,36,13.58
12000,25992,9.2,36,18.45
32000,130000,32.3,60,15.05
35000,190000,26,36,7.97
7000,40000,10.2,36,10.42
16000,48000,36.6,36,21.45
15000,39000,25.9,36,19.03
3000,18000,10.2,36,6.71
32000,115000,30.3,60,21.85
10000,42000,10.7,36,12.62
10450,62000,36.2,36,13.58
10000,52000,29.9,36,18.06
13000,70000,18.5,60,10.9
16000,51200,26,60,18.45
5000,120000,15.6,36,6.72
30000,118500,26,36,20
27000,93000,8.7,36,5.31
30000,130000,7.9,36,5.31
25000,1e+05,3.3,60,9.93
32000,59000,30.9,36,15.05
10000,26000,37.3,36,7.96
40000,60000,8.2,36,9.93
10000,60000,21.6,36,7.34
18000,85000,22.3,36,14.08
10000,71000,7.5,60,9.44
13575,47782,17.3,36,21.85
30000,63780,22.8,60,14.07
40000,130000,19.2,60,12.62
2500,50000,33.2,36,11.99
10000,46500,20.3,36,6.71
14400,86000,11.9,60,16.02
25000,150000,20.6,36,9.93
15000,103000,14.5,36,6.72
14000,48000,19.2,60,16.02
6000,45000,16.4,36,9.44
24000,82000,20.5,60,14.08
8000,21918,24.4,36,6.71
11200,81015,16.5,36,7.34
13000,60000,10.3,36,12.62
1200,130000,10,36,15.04
28000,135000,7.4,36,9.92
5000,30000,4.8,36,16.01
20000,125000,35.2,36,14.07
28000,81000,22.1,36,18.45
31000,70000,19.4,36,16.01
16000,95000,8,60,26.3
10000,70000,0.5,60,26.77
15000,58700,33.2,36,13.58
25000,114000,13.6,60,11.99
10000,68200,34.1,36,9.93
15800,70000,23.8,60,19.42
2000,45000,12.8,36,7.96
24775,120000,5.2,60,9.43
10000,60000,17.7,60,14.08
5000,38900,3.1,36,5.31
22000,125000,13.3,60,9.93
40000,65000,17.2,60,18.06
9000,75000,10.6,36,17.09
5000,19000,23.1,36,7.97
5000,38200,12.8,36,17.47
16000,22000,16.5,36,25.81
40000,95000,14.3,36,7.97
25000,144000,9.8,60,15.04
30000,70000,16.7,36,19.03
7200,61000,15.8,36,15.05
8000,57000,9.6,36,9.44
30000,60000,15.8,60,14.07
10000,60000,7.9,36,9.43
3000,32000,7,36,10.91
4475,37000,13.8,36,19.42
9500,17000,5.6,36,10.42
35000,70000,0.5,60,9.93
9000,55213,24.7,36,14.07
20000,48000,37.9,36,18.45
20000,84500,17.2,36,11.99
