song,artist,year,decade,primary_genre,date,weeks_at_number_one,non_consecutive,rating_1,rating_2,rating_3,overall_rating,divisiveness,label,parent_label,cdr_genre,discogs_genre,artist_structure,multiple_lead_vocalists,group_named_after_non_lead_singer,posthumous,artist_place_of_origin,front_person_age,artist_male,artist_white,artist_black,songwriters,songwriters_w_o_interpolation_sample_credits,songwriter_male,songwriter_white,artist_is_a_songwriter,artist_is_only_songwriter,producers,producer_male,producer_white,artist_is_a_producer,artist_is_only_producer,songwriter_is_a_producer,time_signature,keys,simplified_key,bpm,energy,danceability,happiness,loudness_d_b,acousticness,vocally_based,bass_based,guitar_based,piano_keyboard_based,orchestral_strings,horns_winds,accordion,banjo,bongos,clarinet,cowbell,falsetto_vocal,flute_piccolo,handclaps_snaps,harmonica,human_whistling,kazoo,mandolin,pedal_lap_steel,ocarina,saxophone,sitar,trumpet,ukulele,violin,song_structure,rap_verse_in_a_non_rap_song,length_sec,instrumental,instrumental_length_sec,intro_length_sec,vocal_introduction,free_time_vocal_introduction,fade_out,live,cover,sample,interpolation,inspired_by_a_different_song,lyrical_topic,lyrical_narrative,spoken_word,explicit,foreign_language,written_for_a_play,written_for_a_film,written_for_a_t_v_show,associated_with_dance,topped_the_charts_by_multiple_artist,eurovision_entry
96 Tears,? & the Mysterians,1966,1960,Rock,1966-10-29 00:00:00+00:00,1,0,8,6,8,7.333333333333333,1.3333333333333333,Cameo,Cameo,Rock,Rock,0.0,0,0,0,United States,22.0,1,0,0.0,Rudy Martinez,Rudy Martinez,1.0,0.0,1,1,Rudy Martinez,1.0,0.0,1.0,1.0,1,4/4,G,G,124.0,56.0,65.0,88.0,-6.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,186,0,65,9,0,0,1,0,0,0,0,0,Lost Love;Anger;Revenge,0,0,0,0,0,0,0,0,0,0
Last Train to Clarksville,The Monkees,1966,1960,Rock,1966-11-05 00:00:00+00:00,1,0,9,8,9,8.666666666666666,0.6666666666666666,Colgems,RCA-Screen Gems,Rock,Rock,0.0,0,0,0,United States,22.0,1,1,0.0,Tommy Boyce;Bobby Hart,Tommy Boyce;Bobby Hart,1.0,1.0,0,0,Tommy Boyce;Bobby Hart,1.0,1.0,0.0,0.0,1,4/4,G,G,98.0,68.0,48.0,72.0,-7.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2,0,166,0,37,9,0,0,1,0,0,0,1,1,Love;War,0,0,0,0,0,0,1,0,0,0
Poor Side of Town,Johnny Rivers,1966,1960,Rock,1966-11-12 00:00:00+00:00,1,0,2,6,4,4.0,2.6666666666666665,Imperial,Liberty,Rock,Rock;Pop,1.0,0,0,0,United States,24.0,1,1,0.0,Johnny Rivers;Lou Adler,Johnny Rivers;Lou Adler,1.0,1.0,1,0,Lou Adler,1.0,1.0,0.0,0.0,1,4/4,E;G,Multiple Keys,103.0,49.0,42.0,44.0,-12.0,75.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,183,0,23,20,0,0,1,0,0,0,0,0,Love;Longing for Love,0,0,0,0,0,0,0,0,0,0
You Keep Me Hangin' On,The Supremes,1966,1960,Pop,1966-11-19 00:00:00+00:00,2,0,9,9,10,9.333333333333334,0.6666666666666666,Motown,Motown,Pop,Funk/Soul,0.0,1,0,0,United States,22.0,0,0,1.0,Brian Holland;Lamont Dozier;Eddie Holland,Brian Holland;Lamont Dozier;Eddie Holland,1.0,0.0,0,0,Brian Holland;Lamont Dozier,1.0,0.0,0.0,0.0,1,4/4,Ab;E,Multiple Keys,128.0,61.0,68.0,85.0,-7.0,28.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,167,0,8,8,0,0,1,0,0,0,0,0,Bad Relationships,0,0,0,0,0,0,0,0,1,0
Winchester Cathedral,The New Vaudeville Band,1966,1960,Pop,1966-12-03 00:00:00+00:00,3,1,3,3,2,2.6666666666666665,0.6666666666666666,Fontana,Polygram,Pop,Pop,0.0,0,0,0,United Kingdom,24.0,1,1,0.0,Geoff Stephens,Geoff Stephens,1.0,1.0,1,1,Geoff Stephens,1.0,1.0,1.0,1.0,1,4/4,C,C,123.0,37.0,85.0,91.0,-14.0,61.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A1,0,140,0,74,64,0,0,0,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
Good Vibrations,The Beach Boys,1966,1960,Rock,1966-12-10 00:00:00+00:00,1,0,10,10,10,10.0,0.0,Capitol,EMI,Rock,Rock,0.0,0,0,0,United States,22.666666666666668,1,1,0.0,Brian Wilson;Mike Love,Brian Wilson;Mike Love,1.0,1.0,1,1,Brian Wilson,1.0,1.0,1.0,1.0,1,4/4,Ebm;Gb;Ab;Bb;F,Multiple Keys,133.0,47.0,40.0,38.0,-8.0,33.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,F,0,219,0,54,0,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
I'm a Believer,The Monkees,1966,1960,Rock,1966-12-31 00:00:00+00:00,7,0,9,7,8,8.0,1.3333333333333333,Colgems,RCA-Screen Gems,Rock,Rock;Pop,0.0,0,0,0,United States,22.25,1,1,0.0,Neil Diamond,Neil Diamond,1.0,1.0,0,0,Jeff Barry,1.0,1.0,0.0,0.0,0,4/4,G,G,79.0,77.0,50.0,94.0,-6.0,60.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3,0,167,0,40,5,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
Kind of a Drag,The Buckinghams,1967,1960,Pop,1967-02-18 00:00:00+00:00,2,0,3,7,4,4.666666666666667,2.6666666666666665,USA,USA,Pop,Rock,0.0,0,0,0,United States,18.5,1,1,0.0,Jim Holvay,Jim Holvay,1.0,1.0,0,0,Bob Irwin;James William Geurcia,1.0,1.0,0.0,0.0,0,4/4,G,G,139.0,78.0,27.0,53.0,-8.0,86.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,125,0,21,6,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
Ruby Tuesday,The Rolling Stones,1967,1960,Rock,1967-03-04 00:00:00+00:00,1,0,6,9,8,7.666666666666667,2.0,London,London,Rock,Rock,0.0,0,0,0,United Kingdom,23.0,1,1,0.0,Mick Jagger;Keith Richards,Mick Jagger;Keith Richards,1.0,1.0,1,1,Andrew Loog Oldham,1.0,1.0,0.0,0.0,0,4/4,C,C,105.0,54.0,52.0,58.0,-11.0,83.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,192,0,54,0,0,0,0,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
Love is Here and Now You're Gone,The Supremes,1967,1960,Pop,1967-03-11 00:00:00+00:00,1,0,4,7,6,5.666666666666667,2.0,Motown,Motown,Pop,Funk/Soul;Pop,0.0,0,0,0,United States,22.0,0,0,1.0,Brian Holland;Lamont Dozier;Eddie Holland,Brian Holland;Lamont Dozier;Eddie Holland,1.0,0.0,0,0,Brian Holland;Lamont Dozier,1.0,0.0,0.0,0.0,1,4/4,Eb,Eb,114.0,64.0,57.0,85.0,-8.0,38.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2,0,167,0,0,6,0,0,1,0,0,0,0,0,Lost Love,0,1,0,0,0,0,0,0,0,0
Penny Lane,The Beatles,1967,1960,Pop,1967-03-18 00:00:00+00:00,1,0,8,10,6,8.0,2.6666666666666665,Capitol,EMI,Pop,Rock,0.0,0,0,0,United Kingdom,24.0,1,1,0.0,John Lennon;Paul McCartney,John Lennon;Paul McCartney,1.0,1.0,1,1,George Martin,1.0,1.0,0.0,0.0,0,4/4,B;A&%,Multiple Keys,113.0,49.0,65.0,49.0,-8.0,21.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,C1,0,183,0,42,0,0,0,0,0,0,0,0,0,Childhood;Better Times;Utopia/Perfect Places,0,0,0,0,0,0,0,0,0,0
Happy Together,The Turtles,1967,1960,Rock,1967-03-25 00:00:00+00:00,3,0,8,9,8,8.333333333333334,0.6666666666666666,White Whale,White Whale,Rock,Rock;Pop,0.0,0,0,0,United States,19.0,1,1,0.0,Alan Gordon;Garry Bonner,Alan Gordon;Garry Bonner,1.0,1.0,0,0,Joe Wissert,1.0,1.0,0.0,0.0,0,4/4,Gbm;Gb,Multiple Keys,120.0,37.0,58.0,59.0,-10.0,55.0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,170,0,26,8,0,0,0,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
Somethin' Stupid,Frank Sinatra & Nancy Sinatra,1967,1960,Pop,1967-04-15 00:00:00+00:00,4,0,5,8,3,5.333333333333333,3.333333333333333,Reprise,Warner Bros.,Pop,Pop,2.0,1,0,0,United States,38.5,2,1,0.0,C. Carson Parks,C. Carson Parks,1.0,1.0,0,0,Charles Pignone,1.0,1.0,0.0,0.0,0,4/4,E,E,104.0,32.0,27.0,54.0,-13.0,76.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2,0,162,0,70,9,0,0,1,0,1,0,0,1,Love,0,0,0,0,0,0,0,0,0,0
The Happening,The Supremes,1967,1960,Pop,1967-05-13 00:00:00+00:00,1,0,3,6,4,4.333333333333333,2.0,Motown,Motown,Pop,Funk/Soul,0.0,0,0,0,United States,23.0,0,0,1.0,Brian Holland;Lamont Dozier;Eddie Holland;Frank De Vol,Brian Holland;Lamont Dozier;Eddie Holland;Frank De Vol,1.0,2.0,0,0,Brian Holland;Lamont Dozier,1.0,0.0,0.0,0.0,1,4/4,Gm;G;Ab&%,Multiple Keys,172.0,75.0,34.0,83.0,-7.0,20.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,169,0,26,10,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,1,0,0,0,0
Groovin',The Young Rascals,1967,1960,Funk/Soul,1967-05-20 00:00:00+00:00,4,1,8,8,5,7.0,2.0,Atlantic,Atlantic,Funk/Soul,Rock,0.0,0,0,0,United States,22.5,1,1,0.0,Felix Cavaliere;Eddie Brigati,Felix Cavaliere;Eddie Brigati,1.0,1.0,1,1,Felix Cavaliere;Eddie Brigati;Gene Cornish;Dino Danelli,1.0,1.0,1.0,1.0,1,4/4,Eb,Eb,107.0,46.0,61.0,68.0,-9.0,60.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,D1,0,150,0,63,9,0,0,1,0,0,0,0,0,Love;Lust/Sex,0,0,0,0,0,0,0,0,0,0
Respect,Aretha Franklin,1967,1960,Funk/Soul,1967-06-03 00:00:00+00:00,2,0,10,9,10,9.666666666666666,0.6666666666666666,Atlantic,Atlantic,Funk/Soul,Funk/Soul,1.0,0,0,0,United States,25.0,0,0,1.0,Otis Redding,Otis Redding,1.0,0.0,0,0,Jerry Wexler;Arif Marden,1.0,1.0,0.0,0.0,0,4/4,C;Dbm,Multiple Keys,115.0,56.0,81.0,96.0,-5.0,16.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C1,0,149,0,25,8,0,0,1,0,1,0,0,1,Lust/Sex;Respect;Bad Relationships;Empowerment,0,0,0,0,0,0,0,0,0,0
Windy,The Association,1967,1960,Pop,1967-07-01 00:00:00+00:00,4,0,6,5,5,5.333333333333333,0.6666666666666666,Warner Bros.,Warner Bros.,Pop,Rock,0.0,1,0,0,United States,26.0,1,2,0.0,Ruthann Friedman,Ruthann Friedman,0.0,1.0,0,0,Bones Howe,1.0,1.0,0.0,0.0,0,4/4,F,F,133.0,72.0,68.0,90.0,-8.0,36.0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,173,0,36,15,0,0,1,0,1,0,0,1,Appreciation;Love,0,0,0,0,0,0,0,0,0,0
Light My Fire,The Doors,1967,1960,Rock,1967-07-29 00:00:00+00:00,3,0,6,6,6,6.0,0.0,Elektra,Elektra,Rock,Rock,0.0,0,0,0,United States,23.0,1,1,0.0,Jim Morrison;Robby Krieger;John Densmore;Ray Manzarek,Jim Morrison;Robby Krieger;John Densmore;Ray Manzarek,1.0,1.0,1,1,Paul A. Rothchild,1.0,1.0,0.0,0.0,0,4/4,Am;D,Multiple Keys,130.0,63.0,48.0,73.0,-10.0,25.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,174,0,53,10,0,0,0,0,0,0,0,0,Lust/Sex,0,0,1,0,0,0,0,0,0,0
All You Need is Love,The Beatles,1967,1960,Pop,1967-08-19 00:00:00+00:00,1,0,3,8,3,4.666666666666667,3.333333333333333,Capitol,EMI,Pop,Rock,0.0,0,0,0,United Kingdom,26.0,1,1,0.0,John Lennon;Paul McCartney,John Lennon;Paul McCartney,1.0,1.0,1,1,George Martin,1.0,1.0,0.0,0.0,0,7/4;8/4;6/4;4/4,G,G,105.0,62.0,40.0,68.0,-6.0,44.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,237,0,60,26,0,0,1,0,0,0,1,1,Love;Coexistance,0,0,0,0,0,0,1,0,0,0
Ode to Billie Joe,Bobbie Gentry,1967,1960,Folk/Country,1967-08-26 00:00:00+00:00,4,0,10,7,10,9.0,2.0,Capitol,EMI,Folk/Country,"Funk/Soul;Blues;Folk, World, & Country",1.0,0,0,0,United States,25.0,0,1,0.0,Bobbie Gentry,Bobbie Gentry,0.0,1.0,1,1,Kelly Gordon,1.0,1.0,0.0,0.0,0,4/4,D,D,120.0,19.0,64.0,69.0,-11.0,72.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2,0,255,0,68,8,0,0,0,0,0,0,0,0,Death;Family;Life,1,0,0,0,0,0,0,0,0,0
The Letter,Box Tops,1967,1960,Rock,1967-09-23 00:00:00+00:00,4,0,6,7,9,7.333333333333333,2.0,Mala,Bell,Rock,Rock;Funk/Soul;Pop,0.0,0,0,0,United States,16.0,1,1,0.0,Wayne Carson,Wayne Carson,1.0,1.0,0,0,Dan Penn,1.0,1.0,0.0,0.0,0,4/4,C;Db&%,C,139.0,43.0,64.0,90.0,-12.0,25.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,112,0,30,3,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
To Sir With Love,Lulu,1967,1960,Pop,1967-10-21 00:00:00+00:00,5,0,6,6,8,6.666666666666667,1.3333333333333333,Epic,CBS,Pop,Pop;Stage & Screen,1.0,0,0,0,United Kingdom,18.0,0,1,0.0,Don Black;Mark London,Don Black;Mark London,1.0,1.0,0,0,Mickie Most,1.0,1.0,0.0,0.0,0,4/4,E,E,97.0,40.0,55.0,30.0,-9.0,36.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3,0,166,0,29,10,0,0,0,0,0,0,0,0,Appreciation;Growing Up,0,0,0,0,0,1,0,0,0,0
Incense and Peppermints,Strawberry Alarm Clock,1967,1960,Rock,1967-11-25 00:00:00+00:00,1,0,3,1,8,4.0,4.666666666666667,Uni,MCA,Rock,Rock,0.0,0,0,0,United States,,1,1,0.0,John S. Carter;Tim Gilbert,John S. Carter;Tim Gilbert,1.0,1.0,0,0,Frank Slay;Bill Holmes,1.0,1.0,0.0,0.0,0,4/4,G,G,133.0,65.0,49.0,67.0,-11.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2,0,167,0,46,18,0,0,1,0,0,0,0,0,Utopia/Perfect Places;Love;Coexistence,0,0,0,0,0,0,0,0,0,0
Daydream Believer,The Monkees,1967,1960,Pop,1967-12-02 00:00:00+00:00,4,0,7,8,7,7.333333333333333,0.6666666666666666,Colgems,RCA-Screen Gems,Pop,Rock,0.0,0,0,0,United States,21.0,1,1,0.0,John Stewart,John Stewart,1.0,1.0,0,0,Chip Douglas,1.0,1.0,0.0,0.0,0,4/4,G,G,126.0,49.0,51.0,65.0,-10.0,26.0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C1,0,172,0,20,7,0,0,1,0,0,0,0,0,Love;Growing Up,0,0,0,0,0,0,1,0,0,0
"Hello, Goodbye",The Beatles,1967,1960,Pop,1967-12-30 00:00:00+00:00,3,0,8,9,4,7.0,3.333333333333333,Capitol,EMI,Pop,Rock;Pop,0.0,0,0,0,United Kingdom,25.0,1,1,0.0,John Lennon;Paul McCartney,John Lennon;Paul McCartney,1.0,1.0,1,1,George Martin,1.0,1.0,0.0,0.0,0,4/4,C,C,99.0,73.0,48.0,81.0,-9.0,31.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,207,0,25,0,0,0,1,0,0,0,0,0,Unclear,0,0,0,0,0,0,0,0,0,0
Judy in Disguise (With Glasses),John Fred & His Playboy Band,1968,1960,Rock,1968-01-20 00:00:00+00:00,2,0,5,5,4,4.666666666666667,0.6666666666666666,Paula,Jewel,Rock,Rock,0.0,0,0,0,United States,25.0,1,1,0.0,John Fred Gourrier;Andrew Bernard,John Fred Gourrier;Andrew Bernard,1.0,1.0,1,1,John Fred Gourrier;Andrew Bernard,1.0,1.0,1.0,1.0,1,4/4,Eb,Eb,82.0,74.0,63.0,95.0,-8.0,6.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D1,0,175,0,70,23,0,0,0,0,0,0,1,1,Lust/Sex,0,0,0,0,0,0,0,0,0,0
Green Tambourine,The Lemon Pipers,1968,1960,Rock,1968-02-03 00:00:00+00:00,2,0,3,4,6,4.333333333333333,2.0,Buddah,Buddah,Rock,Rock,0.0,0,0,0,United States,19.0,1,1,0.0,Paul Leka;Shelley Pinz,Paul Leka;Shelley Pinz,2.0,1.0,0,0,Paul Leka,1.0,1.0,0.0,0.0,1,4/4,G,G,111.0,61.0,50.0,31.0,-8.0,12.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A2,0,147,0,81,20,0,0,1,0,0,0,0,0,Playing Music;Poverty,0,0,0,0,0,0,0,0,0,0
Love is Blue,Paul Mauriat,1968,1960,Pop,1968-02-10 00:00:00+00:00,5,0,6,5,7,6.0,1.3333333333333333,Philips,Polygram,Pop,Pop,1.0,0,1,0,France,42.0,1,1,0.0,André Popp;Pierre Cour,André Popp;Pierre Cour,1.0,1.0,0,0,Paul Mauriat;Valentin Coupeau,1.0,1.0,1.0,0.0,0,4/4,Em;E,Multiple Keys,104.0,50.0,48.0,28.0,-11.0,16.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,151,1,151,14,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,1
(Sittin' On) The Dock of the Bay,Otis Redding,1968,1960,Funk/Soul,1968-03-16 00:00:00+00:00,4,0,10,10,10,10.0,0.0,Volt,Stax,Funk/Soul,Funk/Soul,1.0,0,0,1,United States,26.0,1,0,1.0,Steve Cropper;Otis Redding,Steve Cropper;Otis Redding,1.0,2.0,1,0,Steve Cropper,1.0,1.0,1.0,1.0,1,4/4,D,D,104.0,37.0,77.0,54.0,-11.0,68.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,E1,0,164,0,34,9,0,0,1,0,0,0,0,0,Lonesomeness;Failure,0,0,0,0,0,0,0,0,0,0
Honey,Bobby Goldsboro,1968,1960,Pop,1968-04-13 00:00:00+00:00,5,0,1,2,1,1.3333333333333333,0.6666666666666666,United Artists,Transamerica,Pop,Rock,1.0,0,0,0,United States,26.0,1,1,0.0,Bobby Russell,Bobby Russell,1.0,1.0,0,0,Bob Montgomery,1.0,1.0,0.0,0.0,0,4/4,C;D&%,C,93.0,28.0,40.0,60.0,-13.0,67.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2,0,239,0,68,10,0,0,1,0,1,0,0,1,Death;Life;Sadness,1,0,0,0,0,0,0,0,0,0
Tighten Up,Archie Bell & the Drells,1968,1960,Funk/Soul,1968-05-18 00:00:00+00:00,2,0,6,9,6,7.0,2.0,Atlantic,Warner Bros.,Funk/Soul,Funk/Soul,0.0,0,0,0,United States,23.0,1,0,1.0,Archie Bell;Billy Butler,Archie Bell;Billy Butler,1.0,0.0,1,1,Skipper Lee Frazier,1.0,0.0,0.0,0.0,0,4/4,Gb,Gb,125.0,44.0,71.0,72.0,-13.0,24.0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A1,0,195,0,103,37,0,0,1,0,0,0,0,0,Dancing;Playing Music,0,1,0,0,0,0,0,1,0,0
Mrs. Robinson,Simon & Garfunkel,1968,1960,Rock,1968-06-01 00:00:00+00:00,3,0,6,9,7,7.333333333333333,2.0,Columbia,CBS,Rock,Rock;Pop;Stage & Screen,2.0,1,0,0,United States,26.0,1,1,0.0,Paul Simon,Paul Simon,1.0,1.0,1,1,Paul Simon;Art Garfunkel;Roy Halee,1.0,1.0,1.0,0.0,1,4/4,A,A,92.0,46.0,61.0,81.0,-14.0,71.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,244,0,63,33,0,0,1,0,0,0,1,1,Lust/Sex;Better Times;Lost Innocence,0,0,0,0,0,1,0,0,0,0
This Guy's in Love with You,Herb Alpert,1968,1960,Pop,1968-06-22 00:00:00+00:00,4,0,3,6,4,4.333333333333333,2.0,A&M,A&M,Pop,Jazz;Pop,1.0,0,0,0,United States,33.0,1,1,0.0,Burt Bacharach;Hal David,Burt Bacharach;Hal David,1.0,1.0,0,0,Herb Alpert;Jerry Moss,1.0,1.0,1.0,0.0,0,4/4,Db,Db,84.0,17.0,63.0,25.0,-13.0,86.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,C3,0,235,0,61,12,0,0,1,0,1,0,0,1,Love,0,0,0,0,0,0,0,0,0,0
Grazing in the Grass,Hugh Masekela,1968,1960,Jazz,1968-07-20 00:00:00+00:00,2,0,6,7,6,6.333333333333333,0.6666666666666666,Uni,MCA,Jazz,Funk/Soul,1.0,0,0,0,South Africa,29.0,1,0,1.0,Philemon Hou;Elston Harry,Philemon Hou;Elston Harry,1.0,0.0,0,0,Stewart Levine,1.0,1.0,0.0,0.0,0,4/4,F,F,107.0,57.0,67.0,92.0,-12.0,38.0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I,0,175,1,175,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
"Hello, I Love You",The Doors,1968,1960,Rock,1968-08-03 00:00:00+00:00,2,0,5,5,7,5.666666666666667,1.3333333333333333,Elektra,Elektra,Rock,Rock,0.0,0,0,0,United States,24.0,1,1,0.0,Jim Morrison;Ray Mazarek;Robbie Krieger;John Densmore,Jim Morrison;Ray Mazarek;Robbie Krieger;John Densmore,1.0,1.0,1,1,Paul A. Rothchild,1.0,1.0,0.0,0.0,0,4/4,A;Bb&%,A,118.0,55.0,60.0,96.0,-14.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,133,0,14,10,0,0,1,0,0,0,1,1,Lust/Sex,0,0,0,0,0,0,0,0,0,0
People Got to Be Free,The Rascals,1968,1960,Rock,1968-08-17 00:00:00+00:00,5,0,4,5,5,4.666666666666667,0.6666666666666666,Atlantic,Warner Bros.,Rock;Funk/Soul,Funk/Soul,0.0,0,0,0,United States,23.5,1,1,0.0,Felix Cavaliere;Eddie Brigati,Felix Cavaliere;Eddie Brigati,1.0,1.0,1,1,Felix Cavaliere;Eddie Brigati;Gene Cornish;Dino Danelli;Arif Mardin,1.0,1.0,1.0,0.0,1,4/4,C,C,126.0,70.0,69.0,96.0,-8.0,47.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,182,0,50,0,0,0,1,0,0,0,0,0,Respect;Coexistance;Racism,0,0,0,0,0,0,0,0,0,0
Harper Valley PTA,Jeannie C. Riley,1968,1960,Folk/Country,1968-09-21 00:00:00+00:00,1,0,9,6,10,8.333333333333334,2.6666666666666665,Plantation,Plantation,Folk/Country,"Folk, World, & Country",1.0,0,0,0,United States,22.0,0,1,0.0,Tom T. Hall,Tom T. Hall,1.0,1.0,0,0,Shelby Singleton,1.0,1.0,0.0,0.0,0,4/4,A;Bb;B&%,A,123.0,67.0,76.0,87.0,-7.0,61.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2,0,195,0,69,9,0,0,0,0,1,0,0,1,Anger;Hypocrisy;Empowerment,1,0,0,0,0,0,0,0,0,0
Hey Jude,The Beatles,1968,1960,Pop,1968-09-28 00:00:00+00:00,9,0,8,10,7,8.333333333333334,2.0,Apple,Apple,Pop,Rock;Pop,0.0,0,0,0,United Kingdom,26.0,1,1,0.0,John Lennon;Paul McCartney,John Lennon;Paul McCartney,1.0,1.0,1,1,George Martin,1.0,1.0,0.0,0.0,0,4/4,F,F,147.0,61.0,39.0,53.0,-8.0,1.0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,D1,0,426,0,32,0,0,0,1,0,0,0,0,0,Calming Down;Hope,0,0,0,0,0,0,0,0,0,0
Love Child,Diana Ross & The Supremes,1968,1960,Funk/Soul,1968-11-30 00:00:00+00:00,2,0,10,8,10,9.333333333333334,1.3333333333333333,Motown,Motown,Funk/Soul,Funk/Soul,0.0,0,0,0,United States,24.0,0,0,1.0,R. Dean Taylor;Frank Wilson;Pam Sawyer;Deke Richards,R. Dean Taylor;Frank Wilson;Pam Sawyer;Deke Richards,2.0,2.0,0,0,R. Dean Taylor;Frank Wilson;Deke Richards;Henry Crosby;Berry Gordy Jr.,1.0,2.0,0.0,0.0,1,4/4,Am,Am,105.0,96.0,57.0,65.0,-1.0,12.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3,0,183,0,19,19,0,0,1,0,0,0,0,0,Growing Up;Illegitimacy;Poverty,0,0,0,0,0,0,0,0,0,0
